v1,v2
ham,"The new 5* character, Raiden Shogun is now released! Unravel her ambition for eternity in Genshin Impact 2.1. Play Now:https://mhy.link/90ebIHA6"
ham,"Your payment of P749.00 to Riot Games has been successfully processed on 09-09-21 02:38:42 PM.
 Ref. No. 204454981"
ham,"You're now registered to Go50 for Students! Enjoy 5GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-08-03, 07:41:24."
ham,"EZ level up sa laro when you top up your Garena Shells! Top up 20, 50, 100 shells for League of Legends, Aov, and more. Go to your GCash dashboard and tap Load to purchase today!"
ham,"Hi! We wish to inform you that there will be a system activity on November 10, from 10 PM to November 11, 4:30 AM. During the activity, some transactions including bills payment, will be temporarily unavailable. To avoid inconvenience, we suggest that you register to your favorite promo before the activity starts or register via *143#. You may also try alternative payment methods such as GCash or other bank apps. Rest assured that things will be back to normal after the activity. Thank you for your understanding and take care!"
ham,Kain na
spam,"Thank you for supporting us. Today we will give you 108% CAS|NO Recharg'e bo-nus, http://3iwin.live sana all. d"
ham,"Vibe to live performances from Sam Smith, Halsey, Megan Thee Stallion, & more at the iHeart Music Festival this Sep 24-25! Watch it LIVE on smrt.ph/gigaplay"
ham,Gomen ><
ham,nasa veterans na po ako nagaabang lang po ng jeep pa sm north
ham,"Your Go90 promo will expire tomorrow. For just P10, you can extend your promo for 1 more day with GoLONGER10! Go to
 https://glbe.co/globe-one to register."
spam,Nagbibigay ako sa mga baguhan ng gabay sa online trading!/WhatsApp1 +639851908573 WhatsApp2 +639817102187
ham,Psssstttt
spam,[AtinBet]Good Day! Get P2000 Free P2000 Wiht Today! Get Now http://atinbet.beauty/rxS VIP WEB: atinvip. com
ham,"You have received P975.00 of GCash from LANDBANK / OFBank with account ending in 7373. Your new balance is P1012.00 11-23-22 03:44 PM. Ref. No. 4006869620495. Use
 now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"Can't have too much of a good thing! Get FREE 1GB, valid for 1 day when you register to any promo worth at least P50, like Go50. Text GO50 or your chosen promo keyword to 8080 until 08/19/2022. REF#: FGGRW66"
ham,Enlooooii
ham,The package 8323-6209-BSKV has left the sorting facility and is on its way to a delivery hub. You will receive a notification once it's out for delivery.
ham,Wait mo ko anak bago k umalis punta church sakay na ko pauwi. May pinadadala si ate naiiwan pa kasi sya
ham,"Your payment of P159.00 to Google has been successfully processed on 12-18-22 08:08:14 PM. Ref. No.
 381057191"
spam,"FROM RCBC:There was a suspicious login attempt on your online account,please secure your online account by clicking the link>> https://cutt.ly/UQllEi1 RCBC"
ham,"Hi! As of 12/05/22 21:55, you still have 98.44MB left on your mobile internet promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,Your account balance is 10.0. Your free text is 0.0.
ham,Matt pag gusto nila mag shower kunan mo lang sila ng hot water dito sa kwarto.
ham,"24Apr 19:28 GIGA VIDEO 99 loaded to 639280536997 from 639477082229.
 Ref:EV8DO7FFME01. !!Use
 smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!!"
ham,"Stay connected with your loved ones with Globe! Get 100MB data with access to ALL sites, valid for 1 day for only 2 Rewards points. You still have 2 point/s as of May 9, 2022. Dial *143# or download the New GlobeOne app at glbe.co/NewGlobeONE to redeem your favorite rewards now!"
ham,kakadating ko lang po sa dorm
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 728521 for Fund Transfer amounting to PHP666.00. Ref No: 18A7"
ham,"Your Shareable Data has expired.!!Want DOUBLE GIGA? Use
 *123# or smrt.ph/GigaLifeApp!"
ham,Your Shareable Data will expire in 60 minutes.
ham,"You have been successfully loaded GO90_STUDENTS P90.00. Trace No. 1773669520 12/04/2022 02:16:17.725.
 More Globe/TM txt promos? INFO to 8080 4 free"
ham,"Tik. Tok. Tik. Tok! Time to get on the latest trends! Get FREE TIKTOK EVERY DAY with any GIGA 50! Tap DON'T MISS OUT on
 smrt.ph/GigaLifeApp or dial *123# now!"
ham,"To get extra data for any emergency, you can borrow MBSOS with 15MB data for just P6! Just send MBSOS to 3733 or dial *143# and choose LOANS. MBSOS is valid for 1 day and P6 will be collected on your next reload."
ham,Uy hindi ahhh ><
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"You have received P20.00 of GCash from PayMaya Philippines, Inc. with account ending in 3083. Your new balance is P444.63 09-26-21 08:26 PM.
 Ref. No. 3002270328158. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,Baka 6pm?
ham,Well ingats ka na lang if ever xD message ka na lang if nakauwi ka na xD
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Here's a New Year treat for you! Get access to watch the BrightWin Friendship Meet VOD on Upstream, 3GB data (valid for 3 days), and a P100 foodpanda voucher by registering to GoExperience299. Plus, get a chance to win exclusive BrightWin holiday collection items! Visit glbe.co/ultimatefan to earn a raffle entry. Terms and conditions apply.
 Follow us at facebook.com/globeph/ to learn more. Data charges may apply. Promo runs until January 31, 2022. Per DTI Fair Trade Permit No. FTEB- 133824, series of 2021. No advisories? Text OFF to 2686 for free."
ham,You have earned 1 point/s. Your total rewards point/s as of today is 8. Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points.
ham,"HO! HO! HO! ALL TROOPS DEPLOYED! Need an ML ka-duo? With just 5 rewards points, gift a 1hr UNLI data for Mobile Legends promo from Dec. 1-15, 2022 and get a SURPRISE from us! Super GG na talaga! Dial
 *143# to gift. You have 24 point/s as of Nov. 30, 2022. Per DTI Permit No.
 FTEB-156267, Series of 2022."
ham,"Bakuna, insurance at social distancing ang mga essentials ngayong 2021! In under 5 minutes, sagot na namin ang hospital bills mo when you get confined due to COVID-19 and Dengue. Yes, kasama din ang Dengue sa coverage! Tap go.gcash.com/GInsureDengVid to subscribe for this limited offer. No advisories? Visit go.gcash.com/optout."
ham,"Enjoy unlimited, all-access surfing in Globe's 5G network! Register to our 5G-exclusive Go offers in GlobeOne now. Access the GlobeOne app at https://glbe.co/NewGlobeONE to register. Terms and conditions apply."
ham,Your Smart Prepaid SIM will be deactivated in 120 days. Add Regular Load NOW to continue enjoying our promos and services.
ham,Yesssss 0.0
ham,Lapit na kami 0.0
ham,"13Jul 14:46 GIGA VIDEO 99 loaded to 639280536997 from 639477082229.
 Ref:EV8GD6R5XO5C. !!Use
 smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!!"
ham,"J&T DELIVERY!TN: 930238270927
 Rider:John Eric Sadernas,639756254678. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!"
ham,Sigi garud ><
spam,"DERRYL NESSIE G.,Dumating na ang milyon, pindutin ang http://taccmp5h.com para sumali!"
ham,kaya pa ba HAHAHAHAHAHAHAHAHA
ham,"NDRRMC: (5:35AM, 11Sep21) Orange
 Rainfall warning sa La Union. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa.pag-ulan, pagbaha at pagguho ng lupa."
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,You don't have enough regular load to subscribe to this promo. Add Load NOW and try again. RC 15895
ham,"Your GoUNLI50 promo will expire tomorrow. Go for more with Go+99 and get 8GB data for all sites, 8GB choice of apps and unli allnet texts for 7 days, for only P99. Just register to Go+ via https://glbe.co/NewGlobeONE or dial
 *143# and choose Go+."
ham,"NDRRMC: (9:28AM, 29Oct22) Signal
 #3 sa Marinduque, Laguna, Batangas, Cavite, Metro Manila, at Rizal. Malakas na hangin ang inaasahan sa loob ng 18 oras. Lahat ay pinag-iingat"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2022-06-07, 14:35:37."
ham,"You don't wanna miss a thing! Don't forget to register to any promo worth at least P50, like Go50, to get your FREE 1GB, valid for 1 day. Text GO50 or your chosen promo keyword to 8080 until 07/29/2022. REF#: FGGRW70"
ham,"27Mar 16:51: GIGA VIDEO 50 loaded
 to 639280536997.
 Ref:EV9CR2S8JZZW. Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,Sads d nakasave num ko sayo ><
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,PayPal: Your security code is: 085961. It expires in 10 minutes. Don't share this code with anyone.
ham,"Shout out to the ultimate F4 Thailand fans! Get a chance to score premium tickets and official merch for Shooting Star Asia Tour in Manila for just 1 Rewards point via glbe.co/GLBOne. Per DTI Fair Trade Permit No. FTEB- 153744, Series of 2022. You have 12
 point/s as of Oct. 24, 2022."
ham,"1/2 With the NEW POWER ALL 99, get 8 GB for All Sites + UNLI TikTok + UNLI AllNet Texts for 7 days!"
ham,"16Aug 18:56 MAGIC DATA 99 loaded
 to 639289222475.
 Ref:EV9HG8DBSNZS. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
spam,Likay sa traffic + barato ang plite? Kami na bahala nimo! Use code: XMASRUSH 30% off all rides Valid today Limited redemptions Ok mao ra. Uli na oi
ham,Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"You have received P150.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P174.73 07-06-22 09:28 PM.
 Ref. No. 3005070215659. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"You earned 1% CashBack on your GIGA purchase as GigaPoints!
 Redeem your favorite GIGA promo with your points in the GigaLife App! smrt.ph/GigaLifeApp"
ham,Kasama ko manager ko and yung mga npd team if ever ><
ham,Wala akong messenger
ham,"Sorry, you're not registered to a valid internet promo. You must be registered to any of the following promos to avail GoPLAY10: Go50 (5GB for 3 days), Go90 (8GB for 7 days), Go120 (10GB
 + unli calls to Globe/TM for 7 days), or Go140 (11GB + unli calls to Globe/TM for 7 days). Just access the GlobeOne app at bit.ly/globeone to register."
ham,"Ok po, thank you doc! 😁"
ham,"You have sent PHP 50.00 of GCash to IRICHELLE MACLANG 09190076837
 on 05-28-2022 09:58 AM. Your new
 balance is PHP 17.73. Ref. No. 3004636609872"
ham,Your account balance is 10.0. Your free text is 0.0.
ham,Dito na pho ako sa pick up point
ham,"Hi, EMMANUEL. Mark your calendars! The all-new CIMB Bank PH app is launching on May 22, 2022! Make sure your mobile number and email address are up-to-date on the CIMB Bank PH app so you can sign-in seamlessly on the new app. To ensure that we give you the best banking experience, please be informed that we will be conducting a major system upgrade from May 20, 2022 at 8:00 PM to May
 22, 2022 at 8:00 AM. During this time, you will not be able to access the CIMB Bank PH app and perform any transactions with our partners. Please plan your transactions ahead of time to avoid any inconvenience. Rest assured that your money and account will remain safe and secure during the new app update. Visit our website to know more about our new app and how to update your info"
ham,"Long time no talk? Worry no more with Globe Rewards! For only 2 Rewards points, get UNLIMITED CALLS to Globe/TM valid for 1 day. Redeem now using your 8 point/s as of July 17 via the GlobeOne app at glbe.co/NewGlobeONE and catch up all day long."
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Get MORE exclusive promos every week with just a tap on the GigaLife App! Tap ""Don't Miss Out"" NOW on smrt.ph/dmo for MORE SURPRISES!"
ham,Bonchon na
ham,"Effective May 17, 2021, 7-Eleven will be charging a convenience fee of 1% on GCash Cash In transactions. This fee will be deducted automatically from the amount you cashed in to your GCash wallet. Thank you."
spam,"Ang Globe ay nagiimbita para kunin ang inyong 1,888 Bonus. ito ay matatanggap agad sa inyong account. URL: https://bit.ly/3yKHseT"
ham,Yes po
ham,"Earn up to ₱200 cashback with your Visa card for payments worth ₱800 or more. Visit https://mayaph.co/1percent for details. DTI FTEB-141967, Series of 2022"
ham,Hi! This is Megan from UP CAPES. I'd just like to remind you of your interview at 8PM today! Thanks and let us know if there are any concerns!
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,IZOWKIIIII ENJOY MO FUD TAS UWIAN MO MA LANG KAMI BWAHAHhahaha
ham,I need your help
ham,You don't have enough balance to complete your payment of P129.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
spam,"ZOREN NATHANIEL Y., jackpot city REWARD CLUB! be our vip members and win more. Sign up now and get 20P and 5000CASH!
jackpotcitycashback.com
"
ham,Coming now
ham,HUWAG PO KAYONG MANIWALA SA TEXT NA NAG-AALOK NG TRABAHO NA MAY PANGAKO NA MALAKING SWELDO. ITO PO AY ISANG SCAM.
ham,Dun kayo mag lunch? Saan?
ham,"The weekend is here! Catch up on your fave streaming apps or explore the outdoors, we've got you covered with SENSATIONAL OFFERS on the
 GigaLife App! Get MORE exclusive promos, discounts and freebies every week! Tap ""DON'T MISS OUT"" NOW
 on smrt.ph/GigaLifeApp"
ham,"Join in the TikTok fun for FREE! Get FREE TIKTOK EVERY DAY with any GIGA 50! Tap DON'T MISS OUT on
 smrt.ph/GigaLifeApp or dial *123# for FREE TIKTOK!"
ham,Okayyy thank you!! :-)
ham,"NDRRMC: (9:50AM, 29Oct22) Orange
 Rainfall Warning sa Laguna, Rizal, at Batangas. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa"
ham,Light sya
ham,"Annyeong! Want a chance to win access to YG PALM STAGE - 2021 BLACKPINK: THE SHOW on January 31, 2021 from Globe? Just register to SURF4ALL249 and visit glbe.co/bptheshow to validate your entry. Want to know more? Visit http://glbe.co/BPtheshow-extendedfaqs to learn more about this promo. Data charges may apply. No advisories? Text STOP to 2682 for free."
